login_bin,value_count
1970-01-28 22:12:46,5
1970-01-28 22:27:46,16
1970-01-28 22:42:46,7
1970-01-28 22:57:46,10
1970-01-28 23:12:46,7
1970-01-28 23:27:46,8
1970-01-28 23:42:46,15
1970-01-28 23:57:46,6
1970-01-29 00:12:46,10
1970-01-29 00:27:46,12
1970-01-29 00:42:46,13
1970-01-29 00:57:46,9
1970-01-29 01:12:46,11
1970-01-29 01:27:46,10
1970-01-29 01:42:46,7
1970-01-29 01:57:46,10
1970-01-29 02:12:46,10
1970-01-29 02:27:46,6
1970-01-29 02:42:46,10
1970-01-29 02:57:46,5
1970-01-29 03:12:46,7
1970-01-29 03:27:46,3
1970-01-29 03:42:46,2
1970-01-29 03:57:46,3
1970-01-29 04:12:46,3
1970-01-29 04:27:46,4
1970-01-29 04:42:46,5
1970-01-29 04:57:46,4
1970-01-29 05:12:46,4
1970-01-29 05:27:46,1
1970-01-29 05:42:46,2
1970-01-29 05:57:46,1
1970-01-29 06:12:46,2
1970-01-29 06:27:46,1
1970-01-29 06:42:46,4
1970-01-29 06:57:46,0
1970-01-29 07:12:46,3
1970-01-29 07:27:46,2
1970-01-29 07:42:46,1
1970-01-29 07:57:46,0
1970-01-29 08:12:46,2
1970-01-29 08:27:46,2
1970-01-29 08:42:46,0
1970-01-29 08:57:46,5
1970-01-29 09:12:46,1
1970-01-29 09:27:46,7
1970-01-29 09:42:46,2
1970-01-29 09:57:46,4
1970-01-29 10:12:46,10
1970-01-29 10:27:46,9
1970-01-29 10:42:46,8
1970-01-29 10:57:46,12
1970-01-29 11:12:46,14
1970-01-29 11:27:46,20
1970-01-29 11:42:46,16
1970-01-29 11:57:46,14
1970-01-29 12:12:46,15
1970-01-29 12:27:46,11
1970-01-29 12:42:46,9
1970-01-29 12:57:46,8
1970-01-29 13:12:46,10
1970-01-29 13:27:46,10
1970-01-29 13:42:46,3
1970-01-29 13:57:46,2
1970-01-29 14:12:46,6
1970-01-29 14:27:46,10
1970-01-29 14:42:46,5
1970-01-29 14:57:46,6
1970-01-29 15:12:46,11
1970-01-29 15:27:46,9
1970-01-29 15:42:46,4
1970-01-29 15:57:46,5
1970-01-29 16:12:46,2
1970-01-29 16:27:46,3
1970-01-29 16:42:46,3
1970-01-29 16:57:46,0
1970-01-29 17:12:46,6
1970-01-29 17:27:46,2
1970-01-29 17:42:46,4
1970-01-29 17:57:46,2
1970-01-29 18:12:46,4
1970-01-29 18:27:46,2
1970-01-29 18:42:46,5
1970-01-29 18:57:46,7
1970-01-29 19:12:46,3
1970-01-29 19:27:46,11
1970-01-29 19:42:46,9
1970-01-29 19:57:46,5
1970-01-29 20:12:46,8
1970-01-29 20:27:46,6
1970-01-29 20:42:46,5
1970-01-29 20:57:46,4
1970-01-29 21:12:46,9
1970-01-29 21:27:46,19
1970-01-29 21:42:46,11
1970-01-29 21:57:46,18
1970-01-29 22:12:46,13
1970-01-29 22:27:46,17
1970-01-29 22:42:46,19
1970-01-29 22:57:46,9
1970-01-29 23:12:46,14
1970-01-29 23:27:46,16
1970-01-29 23:42:46,17
1970-01-29 23:57:46,9
1970-01-30 00:12:46,17
1970-01-30 00:27:46,9
1970-01-30 00:42:46,12
1970-01-30 00:57:46,13
1970-01-30 01:12:46,10
1970-01-30 01:27:46,12
1970-01-30 01:42:46,10
1970-01-30 01:57:46,5
1970-01-30 02:12:46,5
1970-01-30 02:27:46,15
1970-01-30 02:42:46,9
1970-01-30 02:57:46,10
1970-01-30 03:12:46,5
1970-01-30 03:27:46,8
1970-01-30 03:42:46,5
1970-01-30 03:57:46,5
1970-01-30 04:12:46,6
1970-01-30 04:27:46,8
1970-01-30 04:42:46,5
1970-01-30 04:57:46,11
1970-01-30 05:12:46,1
1970-01-30 05:27:46,4
1970-01-30 05:42:46,0
1970-01-30 05:57:46,2
1970-01-30 06:12:46,5
1970-01-30 06:27:46,0
1970-01-30 06:42:46,1
1970-01-30 06:57:46,2
1970-01-30 07:12:46,5
1970-01-30 07:27:46,1
1970-01-30 07:42:46,3
1970-01-30 07:57:46,2
1970-01-30 08:12:46,2
1970-01-30 08:27:46,0
1970-01-30 08:42:46,1
1970-01-30 08:57:46,2
1970-01-30 09:12:46,4
1970-01-30 09:27:46,6
1970-01-30 09:42:46,10
1970-01-30 09:57:46,3
1970-01-30 10:12:46,6
1970-01-30 10:27:46,11
1970-01-30 10:42:46,2
1970-01-30 10:57:46,12
1970-01-30 11:12:46,17
1970-01-30 11:27:46,16
1970-01-30 11:42:46,15
1970-01-30 11:57:46,23
1970-01-30 12:12:46,13
1970-01-30 12:27:46,16
1970-01-30 12:42:46,8
1970-01-30 12:57:46,8
1970-01-30 13:12:46,13
1970-01-30 13:27:46,9
1970-01-30 13:42:46,2
1970-01-30 13:57:46,9
1970-01-30 14:12:46,7
1970-01-30 14:27:46,5
1970-01-30 14:42:46,8
1970-01-30 14:57:46,5
1970-01-30 15:12:46,1
1970-01-30 15:27:46,4
1970-01-30 15:42:46,4
1970-01-30 15:57:46,4
1970-01-30 16:12:46,2
1970-01-30 16:27:46,3
1970-01-30 16:42:46,3
1970-01-30 16:57:46,0
1970-01-30 17:12:46,4
1970-01-30 17:27:46,9
1970-01-30 17:42:46,5
1970-01-30 17:57:46,8
1970-01-30 18:12:46,10
1970-01-30 18:27:46,6
1970-01-30 18:42:46,6
1970-01-30 18:57:46,5
1970-01-30 19:12:46,7
1970-01-30 19:27:46,6
1970-01-30 19:42:46,6
1970-01-30 19:57:46,6
1970-01-30 20:12:46,6
1970-01-30 20:27:46,7
1970-01-30 20:42:46,7
1970-01-30 20:57:46,6
1970-01-30 21:12:46,14
1970-01-30 21:27:46,13
1970-01-30 21:42:46,16
1970-01-30 21:57:46,9
1970-01-30 22:12:46,17
1970-01-30 22:27:46,7
1970-01-30 22:42:46,16
1970-01-30 22:57:46,6
1970-01-30 23:12:46,17
1970-01-30 23:27:46,12
1970-01-30 23:42:46,8
1970-01-30 23:57:46,18
1970-01-31 00:12:46,14
1970-01-31 00:27:46,16
1970-01-31 00:42:46,15
1970-01-31 00:57:46,9
1970-01-31 01:12:46,17
1970-01-31 01:27:46,11
1970-01-31 01:42:46,26
1970-01-31 01:57:46,16
1970-01-31 02:12:46,14
1970-01-31 02:27:46,24
1970-01-31 02:42:46,4
1970-01-31 02:57:46,11
1970-01-31 03:12:46,17
1970-01-31 03:27:46,18
1970-01-31 03:42:46,16
1970-01-31 03:57:46,11
1970-01-31 04:12:46,12
1970-01-31 04:27:46,23
1970-01-31 04:42:46,17
1970-01-31 04:57:46,23
1970-01-31 05:12:46,20
1970-01-31 05:27:46,9
1970-01-31 05:42:46,8
1970-01-31 05:57:46,3
1970-01-31 06:12:46,5
1970-01-31 06:27:46,5
1970-01-31 06:42:46,4
1970-01-31 06:57:46,3
1970-01-31 07:12:46,2
1970-01-31 07:27:46,1
1970-01-31 07:42:46,0
1970-01-31 07:57:46,1
1970-01-31 08:12:46,5
1970-01-31 08:27:46,1
1970-01-31 08:42:46,1
1970-01-31 08:57:46,3
1970-01-31 09:12:46,2
1970-01-31 09:27:46,0
1970-01-31 09:42:46,1
1970-01-31 09:57:46,0
1970-01-31 10:12:46,3
1970-01-31 10:27:46,6
1970-01-31 10:42:46,2
1970-01-31 10:57:46,3
1970-01-31 11:12:46,1
1970-01-31 11:27:46,6
1970-01-31 11:42:46,7
1970-01-31 11:57:46,6
1970-01-31 12:12:46,2
1970-01-31 12:27:46,9
1970-01-31 12:42:46,3
1970-01-31 12:57:46,10
1970-01-31 13:12:46,7
1970-01-31 13:27:46,7
1970-01-31 13:42:46,6
1970-01-31 13:57:46,8
1970-01-31 14:12:46,7
1970-01-31 14:27:46,9
1970-01-31 14:42:46,5
1970-01-31 14:57:46,7
1970-01-31 15:12:46,5
1970-01-31 15:27:46,9
1970-01-31 15:42:46,7
1970-01-31 15:57:46,5
1970-01-31 16:12:46,6
1970-01-31 16:27:46,14
1970-01-31 16:42:46,8
1970-01-31 16:57:46,5
1970-01-31 17:12:46,10
1970-01-31 17:27:46,3
1970-01-31 17:42:46,11
1970-01-31 17:57:46,4
1970-01-31 18:12:46,5
1970-01-31 18:27:46,6
1970-01-31 18:42:46,10
1970-01-31 18:57:46,6
1970-01-31 19:12:46,6
1970-01-31 19:27:46,5
1970-01-31 19:42:46,11
1970-01-31 19:57:46,3
1970-01-31 20:12:46,6
1970-01-31 20:27:46,7
1970-01-31 20:42:46,5
1970-01-31 20:57:46,4
1970-01-31 21:12:46,11
1970-01-31 21:27:46,12
1970-01-31 21:42:46,8
1970-01-31 21:57:46,14
1970-01-31 22:12:46,6
1970-01-31 22:27:46,21
1970-01-31 22:42:46,15
1970-01-31 22:57:46,6
1970-01-31 23:12:46,11
1970-01-31 23:27:46,10
1970-01-31 23:42:46,14
1970-01-31 23:57:46,11
1970-02-01 00:12:46,11
1970-02-01 00:27:46,15
1970-02-01 00:42:46,17
1970-02-01 00:57:46,14
1970-02-01 01:12:46,10
1970-02-01 01:27:46,13
1970-02-01 01:42:46,14
1970-02-01 01:57:46,19
1970-02-01 02:12:46,17
1970-02-01 02:27:46,15
1970-02-01 02:42:46,25
1970-02-01 02:57:46,15
1970-02-01 03:12:46,22
1970-02-01 03:27:46,18
1970-02-01 03:42:46,17
1970-02-01 03:57:46,22
1970-02-01 04:12:46,28
1970-02-01 04:27:46,25
1970-02-01 04:42:46,36
1970-02-01 04:57:46,26
1970-02-01 05:12:46,18
1970-02-01 05:27:46,11
1970-02-01 05:42:46,11
1970-02-01 05:57:46,7
1970-02-01 06:12:46,7
1970-02-01 06:27:46,3
1970-02-01 06:42:46,1
1970-02-01 06:57:46,2
1970-02-01 07:12:46,4
1970-02-01 07:27:46,1
1970-02-01 07:42:46,1
1970-02-01 07:57:46,0
1970-02-01 08:12:46,2
1970-02-01 08:27:46,2
1970-02-01 08:42:46,1
1970-02-01 08:57:46,0
1970-02-01 09:12:46,0
1970-02-01 09:27:46,2
1970-02-01 09:42:46,0
1970-02-01 09:57:46,1
1970-02-01 10:12:46,3
1970-02-01 10:27:46,4
1970-02-01 10:42:46,3
1970-02-01 10:57:46,2
1970-02-01 11:12:46,4
1970-02-01 11:27:46,1
1970-02-01 11:42:46,2
1970-02-01 11:57:46,6
1970-02-01 12:12:46,6
1970-02-01 12:27:46,8
1970-02-01 12:42:46,3
1970-02-01 12:57:46,4
1970-02-01 13:12:46,10
1970-02-01 13:27:46,10
1970-02-01 13:42:46,15
1970-02-01 13:57:46,7
1970-02-01 14:12:46,6
1970-02-01 14:27:46,14
1970-02-01 14:42:46,9
1970-02-01 14:57:46,14
1970-02-01 15:12:46,12
1970-02-01 15:27:46,13
1970-02-01 15:42:46,17
1970-02-01 15:57:46,6
1970-02-01 16:12:46,13
1970-02-01 16:27:46,6
1970-02-01 16:42:46,4
1970-02-01 16:57:46,4
1970-02-01 17:12:46,6
1970-02-01 17:27:46,7
1970-02-01 17:42:46,11
1970-02-01 17:57:46,11
1970-02-01 18:12:46,5
1970-02-01 18:27:46,3
1970-02-01 18:42:46,5
1970-02-01 18:57:46,6
1970-02-01 19:12:46,7
1970-02-01 19:27:46,6
1970-02-01 19:42:46,13
1970-02-01 19:57:46,4
1970-02-01 20:12:46,4
1970-02-01 20:27:46,4
1970-02-01 20:42:46,3
1970-02-01 20:57:46,3
1970-02-01 21:12:46,3
1970-02-01 21:27:46,8
1970-02-01 21:42:46,7
1970-02-01 21:57:46,12
1970-02-01 22:12:46,11
1970-02-01 22:27:46,11
1970-02-01 22:42:46,9
1970-02-01 22:57:46,10
1970-02-01 23:12:46,13
1970-02-01 23:27:46,11
1970-02-01 23:42:46,6
1970-02-01 23:57:46,7
1970-02-02 00:12:46,8
1970-02-02 00:27:46,17
1970-02-02 00:42:46,17
1970-02-02 00:57:46,9
1970-02-02 01:12:46,18
1970-02-02 01:27:46,13
1970-02-02 01:42:46,6
1970-02-02 01:57:46,11
1970-02-02 02:12:46,10
1970-02-02 02:27:46,14
1970-02-02 02:42:46,13
1970-02-02 02:57:46,6
1970-02-02 03:12:46,5
1970-02-02 03:27:46,11
1970-02-02 03:42:46,5
1970-02-02 03:57:46,13
1970-02-02 04:12:46,7
1970-02-02 04:27:46,14
1970-02-02 04:42:46,9
1970-02-02 04:57:46,12
1970-02-02 05:12:46,7
1970-02-02 05:27:46,4
1970-02-02 05:42:46,5
1970-02-02 05:57:46,2
1970-02-02 06:12:46,2
1970-02-02 06:27:46,1
1970-02-02 06:42:46,1
1970-02-02 06:57:46,3
1970-02-02 07:12:46,0
1970-02-02 07:27:46,2
1970-02-02 07:42:46,6
1970-02-02 07:57:46,4
1970-02-02 08:12:46,0
1970-02-02 08:27:46,3
1970-02-02 08:42:46,1
1970-02-02 08:57:46,5
1970-02-02 09:12:46,1
1970-02-02 09:27:46,4
1970-02-02 09:42:46,2
1970-02-02 09:57:46,1
1970-02-02 10:12:46,3
1970-02-02 10:27:46,4
1970-02-02 10:42:46,3
1970-02-02 10:57:46,1
1970-02-02 11:12:46,1
1970-02-02 11:27:46,3
1970-02-02 11:42:46,4
1970-02-02 11:57:46,2
1970-02-02 12:12:46,4
1970-02-02 12:27:46,4
1970-02-02 12:42:46,6
1970-02-02 12:57:46,5
1970-02-02 13:12:46,11
1970-02-02 13:27:46,7
1970-02-02 13:42:46,6
1970-02-02 13:57:46,7
1970-02-02 14:12:46,9
1970-02-02 14:27:46,9
1970-02-02 14:42:46,7
1970-02-02 14:57:46,6
1970-02-02 15:12:46,10
1970-02-02 15:27:46,4
1970-02-02 15:42:46,12
1970-02-02 15:57:46,9
1970-02-02 16:12:46,7
1970-02-02 16:27:46,7
1970-02-02 16:42:46,4
1970-02-02 16:57:46,6
1970-02-02 17:12:46,10
1970-02-02 17:27:46,1
1970-02-02 17:42:46,7
1970-02-02 17:57:46,6
1970-02-02 18:12:46,2
1970-02-02 18:27:46,5
1970-02-02 18:42:46,3
1970-02-02 18:57:46,7
1970-02-02 19:12:46,3
1970-02-02 19:27:46,3
1970-02-02 19:42:46,5
1970-02-02 19:57:46,6
1970-02-02 20:12:46,5
1970-02-02 20:27:46,5
1970-02-02 20:42:46,7
1970-02-02 20:57:46,3
1970-02-02 21:12:46,3
1970-02-02 21:27:46,10
1970-02-02 21:42:46,9
1970-02-02 21:57:46,7
1970-02-02 22:12:46,8
1970-02-02 22:27:46,5
1970-02-02 22:42:46,11
1970-02-02 22:57:46,8
1970-02-02 23:12:46,9
1970-02-02 23:27:46,3
1970-02-02 23:42:46,8
1970-02-02 23:57:46,8
1970-02-03 00:12:46,10
1970-02-03 00:27:46,5
1970-02-03 00:42:46,4
1970-02-03 00:57:46,3
1970-02-03 01:12:46,7
1970-02-03 01:27:46,3
1970-02-03 01:42:46,3
1970-02-03 01:57:46,4
1970-02-03 02:12:46,9
1970-02-03 02:27:46,8
1970-02-03 02:42:46,0
1970-02-03 02:57:46,3
1970-02-03 03:12:46,3
1970-02-03 03:27:46,2
1970-02-03 03:42:46,2
1970-02-03 03:57:46,1
1970-02-03 04:12:46,2
1970-02-03 04:27:46,1
1970-02-03 04:42:46,2
1970-02-03 04:57:46,4
1970-02-03 05:12:46,4
1970-02-03 05:27:46,0
1970-02-03 05:42:46,2
1970-02-03 05:57:46,1
1970-02-03 06:12:46,1
1970-02-03 06:27:46,2
1970-02-03 06:42:46,2
1970-02-03 06:57:46,0
1970-02-03 07:12:46,1
1970-02-03 07:27:46,0
1970-02-03 07:42:46,1
1970-02-03 07:57:46,1
1970-02-03 08:12:46,1
1970-02-03 08:27:46,1
1970-02-03 08:42:46,1
1970-02-03 08:57:46,3
1970-02-03 09:12:46,7
1970-02-03 09:27:46,7
1970-02-03 09:42:46,5
1970-02-03 09:57:46,5
1970-02-03 10:12:46,5
1970-02-03 10:27:46,9
1970-02-03 10:42:46,7
1970-02-03 10:57:46,12
1970-02-03 11:12:46,18
1970-02-03 11:27:46,17
1970-02-03 11:42:46,33
1970-02-03 11:57:46,11
1970-02-03 12:12:46,11
1970-02-03 12:27:46,11
1970-02-03 12:42:46,9
1970-02-03 12:57:46,5
1970-02-03 13:12:46,3
1970-02-03 13:27:46,3
1970-02-03 13:42:46,11
1970-02-03 13:57:46,5
1970-02-03 14:12:46,3
1970-02-03 14:27:46,8
1970-02-03 14:42:46,5
1970-02-03 14:57:46,2
1970-02-03 15:12:46,1
1970-02-03 15:27:46,2
1970-02-03 15:42:46,3
1970-02-03 15:57:46,2
1970-02-03 16:12:46,6
1970-02-03 16:27:46,3
1970-02-03 16:42:46,5
1970-02-03 16:57:46,2
1970-02-03 17:12:46,1
1970-02-03 17:27:46,1
1970-02-03 17:42:46,0
1970-02-03 17:57:46,5
1970-02-03 18:12:46,4
1970-02-03 18:27:46,6
1970-02-03 18:42:46,2
1970-02-03 18:57:46,2
1970-02-03 19:12:46,1
1970-02-03 19:27:46,5
1970-02-03 19:42:46,5
1970-02-03 19:57:46,4
1970-02-03 20:12:46,4
1970-02-03 20:27:46,3
1970-02-03 20:42:46,4
1970-02-03 20:57:46,5
1970-02-03 21:12:46,5
1970-02-03 21:27:46,8
1970-02-03 21:42:46,4
1970-02-03 21:57:46,5
1970-02-03 22:12:46,2
1970-02-03 22:27:46,4
1970-02-03 22:42:46,5
1970-02-03 22:57:46,7
1970-02-03 23:12:46,11
1970-02-03 23:27:46,9
1970-02-03 23:42:46,11
1970-02-03 23:57:46,5
1970-02-04 00:12:46,3
1970-02-04 00:27:46,2
1970-02-04 00:42:46,5
1970-02-04 00:57:46,5
1970-02-04 01:12:46,6
1970-02-04 01:27:46,6
1970-02-04 01:42:46,5
1970-02-04 01:57:46,0
1970-02-04 02:12:46,7
1970-02-04 02:27:46,5
1970-02-04 02:42:46,4
1970-02-04 02:57:46,3
1970-02-04 03:12:46,3
1970-02-04 03:27:46,1
1970-02-04 03:42:46,4
1970-02-04 03:57:46,1
1970-02-04 04:12:46,1
1970-02-04 04:27:46,3
1970-02-04 04:42:46,3
1970-02-04 04:57:46,5
1970-02-04 05:12:46,1
1970-02-04 05:27:46,0
1970-02-04 05:42:46,0
1970-02-04 05:57:46,1
1970-02-04 06:12:46,0
1970-02-04 06:27:46,0
1970-02-04 06:42:46,0
1970-02-04 06:57:46,3
1970-02-04 07:12:46,3
1970-02-04 07:27:46,4
1970-02-04 07:42:46,1
1970-02-04 07:57:46,1
1970-02-04 08:12:46,0
1970-02-04 08:27:46,1
1970-02-04 08:42:46,0
1970-02-04 08:57:46,5
1970-02-04 09:12:46,1
1970-02-04 09:27:46,3
1970-02-04 09:42:46,3
1970-02-04 09:57:46,3
1970-02-04 10:12:46,1
1970-02-04 10:27:46,11
1970-02-04 10:42:46,13
1970-02-04 10:57:46,9
1970-02-04 11:12:46,12
1970-02-04 11:27:46,14
1970-02-04 11:42:46,11
1970-02-04 11:57:46,9
1970-02-04 12:12:46,14
1970-02-04 12:27:46,16
1970-02-04 12:42:46,9
1970-02-04 12:57:46,5
1970-02-04 13:12:46,11
1970-02-04 13:27:46,3
1970-02-04 13:42:46,10
1970-02-04 13:57:46,3
1970-02-04 14:12:46,2
1970-02-04 14:27:46,3
1970-02-04 14:42:46,8
1970-02-04 14:57:46,5
1970-02-04 15:12:46,1
1970-02-04 15:27:46,4
1970-02-04 15:42:46,5
1970-02-04 15:57:46,3
1970-02-04 16:12:46,4
1970-02-04 16:27:46,4
1970-02-04 16:42:46,3
1970-02-04 16:57:46,3
1970-02-04 17:12:46,4
1970-02-04 17:27:46,4
1970-02-04 17:42:46,0
1970-02-04 17:57:46,1
1970-02-04 18:12:46,5
1970-02-04 18:27:46,6
1970-02-04 18:42:46,4
1970-02-04 18:57:46,1
1970-02-04 19:12:46,3
1970-02-04 19:27:46,0
1970-02-04 19:42:46,6
1970-02-04 19:57:46,5
1970-02-04 20:12:46,6
1970-02-04 20:27:46,8
1970-02-04 20:42:46,8
1970-02-04 20:57:46,7
1970-02-04 21:12:46,10
1970-02-04 21:27:46,11
1970-02-04 21:42:46,6
1970-02-04 21:57:46,11
1970-02-04 22:12:46,13
1970-02-04 22:27:46,2
1970-02-04 22:42:46,6
1970-02-04 22:57:46,10
1970-02-04 23:12:46,7
1970-02-04 23:27:46,12
1970-02-04 23:42:46,7
1970-02-04 23:57:46,9
1970-02-05 00:12:46,7
1970-02-05 00:27:46,10
1970-02-05 00:42:46,8
1970-02-05 00:57:46,10
1970-02-05 01:12:46,11
1970-02-05 01:27:46,11
1970-02-05 01:42:46,12
1970-02-05 01:57:46,8
1970-02-05 02:12:46,10
1970-02-05 02:27:46,6
1970-02-05 02:42:46,4
1970-02-05 02:57:46,5
1970-02-05 03:12:46,6
1970-02-05 03:27:46,5
1970-02-05 03:42:46,2
1970-02-05 03:57:46,5
1970-02-05 04:12:46,1
1970-02-05 04:27:46,3
1970-02-05 04:42:46,4
1970-02-05 04:57:46,7
1970-02-05 05:12:46,0
1970-02-05 05:27:46,0
1970-02-05 05:42:46,0
1970-02-05 05:57:46,0
1970-02-05 06:12:46,4
1970-02-05 06:27:46,0
1970-02-05 06:42:46,1
1970-02-05 06:57:46,1
1970-02-05 07:12:46,1
1970-02-05 07:27:46,1
1970-02-05 07:42:46,0
1970-02-05 07:57:46,1
1970-02-05 08:12:46,3
1970-02-05 08:27:46,0
1970-02-05 08:42:46,0
1970-02-05 08:57:46,3
1970-02-05 09:12:46,2
1970-02-05 09:27:46,5
1970-02-05 09:42:46,6
1970-02-05 09:57:46,6
1970-02-05 10:12:46,5
1970-02-05 10:27:46,10
1970-02-05 10:42:46,19
1970-02-05 10:57:46,15
1970-02-05 11:12:46,14
1970-02-05 11:27:46,19
1970-02-05 11:42:46,25
1970-02-05 11:57:46,8
1970-02-05 12:12:46,13
1970-02-05 12:27:46,9
1970-02-05 12:42:46,11
1970-02-05 12:57:46,9
1970-02-05 13:12:46,13
1970-02-05 13:27:46,10
1970-02-05 13:42:46,8
1970-02-05 13:57:46,6
1970-02-05 14:12:46,5
1970-02-05 14:27:46,5
1970-02-05 14:42:46,7
1970-02-05 14:57:46,6
1970-02-05 15:12:46,11
1970-02-05 15:27:46,4
1970-02-05 15:42:46,3
1970-02-05 15:57:46,5
1970-02-05 16:12:46,8
1970-02-05 16:27:46,5
1970-02-05 16:42:46,3
1970-02-05 16:57:46,1
1970-02-05 17:12:46,3
1970-02-05 17:27:46,4
1970-02-05 17:42:46,5
1970-02-05 17:57:46,7
1970-02-05 18:12:46,4
1970-02-05 18:27:46,5
1970-02-05 18:42:46,7
1970-02-05 18:57:46,4
1970-02-05 19:12:46,6
1970-02-05 19:27:46,7
1970-02-05 19:42:46,5
1970-02-05 19:57:46,9
1970-02-05 20:12:46,4
1970-02-05 20:27:46,13
1970-02-05 20:42:46,13
1970-02-05 20:57:46,13
1970-02-05 21:12:46,7
1970-02-05 21:27:46,7
1970-02-05 21:42:46,11
1970-02-05 21:57:46,15
1970-02-05 22:12:46,11
1970-02-05 22:27:46,15
1970-02-05 22:42:46,15
1970-02-05 22:57:46,14
1970-02-05 23:12:46,19
1970-02-05 23:27:46,10
1970-02-05 23:42:46,21
1970-02-05 23:57:46,10
1970-02-06 00:12:46,11
1970-02-06 00:27:46,13
1970-02-06 00:42:46,20
1970-02-06 00:57:46,13
1970-02-06 01:12:46,13
1970-02-06 01:27:46,9
1970-02-06 01:42:46,10
1970-02-06 01:57:46,12
1970-02-06 02:12:46,17
1970-02-06 02:27:46,14
1970-02-06 02:42:46,7
1970-02-06 02:57:46,10
1970-02-06 03:12:46,5
1970-02-06 03:27:46,5
1970-02-06 03:42:46,12
1970-02-06 03:57:46,7
1970-02-06 04:12:46,4
1970-02-06 04:27:46,6
1970-02-06 04:42:46,7
1970-02-06 04:57:46,6
1970-02-06 05:12:46,4
1970-02-06 05:27:46,3
1970-02-06 05:42:46,2
1970-02-06 05:57:46,2
1970-02-06 06:12:46,3
1970-02-06 06:27:46,0
1970-02-06 06:42:46,2
1970-02-06 06:57:46,2
1970-02-06 07:12:46,1
1970-02-06 07:27:46,2
1970-02-06 07:42:46,0
1970-02-06 07:57:46,0
1970-02-06 08:12:46,1
1970-02-06 08:27:46,1
1970-02-06 08:42:46,0
1970-02-06 08:57:46,0
1970-02-06 09:12:46,2
1970-02-06 09:27:46,7
1970-02-06 09:42:46,9
1970-02-06 09:57:46,3
1970-02-06 10:12:46,6
1970-02-06 10:27:46,18
1970-02-06 10:42:46,16
1970-02-06 10:57:46,14
1970-02-06 11:12:46,18
1970-02-06 11:27:46,21
1970-02-06 11:42:46,18
1970-02-06 11:57:46,20
1970-02-06 12:12:46,15
1970-02-06 12:27:46,17
1970-02-06 12:42:46,15
1970-02-06 12:57:46,7
1970-02-06 13:12:46,7
1970-02-06 13:27:46,13
1970-02-06 13:42:46,9
1970-02-06 13:57:46,5
1970-02-06 14:12:46,9
1970-02-06 14:27:46,11
1970-02-06 14:42:46,8
1970-02-06 14:57:46,4
1970-02-06 15:12:46,7
1970-02-06 15:27:46,7
1970-02-06 15:42:46,6
1970-02-06 15:57:46,6
1970-02-06 16:12:46,4
1970-02-06 16:27:46,8
1970-02-06 16:42:46,5
1970-02-06 16:57:46,6
1970-02-06 17:12:46,6
1970-02-06 17:27:46,3
1970-02-06 17:42:46,7
1970-02-06 17:57:46,4
1970-02-06 18:12:46,6
1970-02-06 18:27:46,3
1970-02-06 18:42:46,6
1970-02-06 18:57:46,7
1970-02-06 19:12:46,7
1970-02-06 19:27:46,13
1970-02-06 19:42:46,13
1970-02-06 19:57:46,10
1970-02-06 20:12:46,12
1970-02-06 20:27:46,22
1970-02-06 20:42:46,17
1970-02-06 20:57:46,15
1970-02-06 21:12:46,20
1970-02-06 21:27:46,24
1970-02-06 21:42:46,19
1970-02-06 21:57:46,24
1970-02-06 22:12:46,31
1970-02-06 22:27:46,36
1970-02-06 22:42:46,23
1970-02-06 22:57:46,31
1970-02-06 23:12:46,20
1970-02-06 23:27:46,27
1970-02-06 23:42:46,28
1970-02-06 23:57:46,19
1970-02-07 00:12:46,25
1970-02-07 00:27:46,17
1970-02-07 00:42:46,9
1970-02-07 00:57:46,23
1970-02-07 01:12:46,11
1970-02-07 01:27:46,21
1970-02-07 01:42:46,27
1970-02-07 01:57:46,20
1970-02-07 02:12:46,23
1970-02-07 02:27:46,22
1970-02-07 02:42:46,22
1970-02-07 02:57:46,24
1970-02-07 03:12:46,20
1970-02-07 03:27:46,20
1970-02-07 03:42:46,22
1970-02-07 03:57:46,18
1970-02-07 04:12:46,34
1970-02-07 04:27:46,47
1970-02-07 04:42:46,34
1970-02-07 04:57:46,33
1970-02-07 05:12:46,10
1970-02-07 05:27:46,7
1970-02-07 05:42:46,6
1970-02-07 05:57:46,8
1970-02-07 06:12:46,7
1970-02-07 06:27:46,6
1970-02-07 06:42:46,1
1970-02-07 06:57:46,4
1970-02-07 07:12:46,4
1970-02-07 07:27:46,1
1970-02-07 07:42:46,2
1970-02-07 07:57:46,0
1970-02-07 08:12:46,2
1970-02-07 08:27:46,0
1970-02-07 08:42:46,1
1970-02-07 08:57:46,1
1970-02-07 09:12:46,0
1970-02-07 09:27:46,4
1970-02-07 09:42:46,1
1970-02-07 09:57:46,2
1970-02-07 10:12:46,4
1970-02-07 10:27:46,1
1970-02-07 10:42:46,5
1970-02-07 10:57:46,6
1970-02-07 11:12:46,2
1970-02-07 11:27:46,6
1970-02-07 11:42:46,10
1970-02-07 11:57:46,10
1970-02-07 12:12:46,4
1970-02-07 12:27:46,10
1970-02-07 12:42:46,17
1970-02-07 12:57:46,15
1970-02-07 13:12:46,10
1970-02-07 13:27:46,10
1970-02-07 13:42:46,15
1970-02-07 13:57:46,14
1970-02-07 14:12:46,12
1970-02-07 14:27:46,12
1970-02-07 14:42:46,7
1970-02-07 14:57:46,8
